Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q4 - What Industry do you work in?.2,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important t","Q8 - If you were to look for a new job today, what would be the most important.1",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q11 - Which Country do you live in?.2,Q12 - Highest Level of Education,Q13 - Ethnicity
62a3489318134ddc75cea659,anonymous,10-Jun-22,9:35:00 AM,12:01:06 AM,Student/Looking/None,Yes,41k-65k,53,Tech,null,Python,6,6,6,6,6,6,Easy,Good Culture,null,Male,25,Other ,Please Specify):Australia,Masters,Asian or Asian American
62a348bf2e54c9003e533634,anonymous,10-Jun-22,9:35:00 AM,12:02:22 AM,Data Analyst,Yes,41k-65k,53,Finance,null,Python,4,4,6,4,5,6,Difficult,Better Salary,null,Female,55,United States,null,Masters,Other (Please Specify):Race isn't a thing
62a348c2f3072dd892623c10,anonymous,10-Jun-22,9:36:00 AM,12:01:56 AM,Data Analyst,No,86k-105k,95.5,Other ,Please Specify):Biotech,R,8,10,8,7,8,10,Very Easy,Remote Work,null,Female,30,United States,null,Masters,White or Caucasian
62a348f2f8d5efcc22f7e2ba,anonymous,10-Jun-22,9:36:00 AM,12:01:10 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Consulting,Python,9,9,9,9,7,4,Difficult,Better Salary,null,Male,25,Canada,null,Bachelors,Asian or Asian American
62a349160a77c1a77f65d4db,anonymous,10-Jun-22,9:37:00 AM,12:00:28 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Consumer Elec,Python,6,9,7,6,7,7,Neither easy nor difficult,Better Salary,null,Male,28,United States,null,Masters,White or Caucasian
62a3493fb4da29969c62fe63,anonymous,10-Jun-22,9:38:00 AM,12:02:22 AM,Other ,Yes,41k-65k,53,Other ,Please Specify):Consulting,Python,8,8,9,9,10,10,Very Easy,Better Salary,null,Male,34,United Kingdom,null,Bachelors,White or Caucasian
62a3496e575fa3a5ae88c4e6,anonymous,10-Jun-22,9:38:00 AM,12:03:18 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,8,10,9,9,10,8,Neither easy nor difficult,Better Salary,null,Female,28,Other ,Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a3498e575fa3a5ae88c554,anonymous,10-Jun-22,9:39:00 AM,12:01:55 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):Semiconductor manufacturing,Other,7,9,7,8,8,10,Neither easy nor difficult,Better Salary,null,Male,24,Other ,Please Specify):Vietnam,Bachelors,Asian or Asian American
62a34991b4da29969c62ff4b,anonymous,10-Jun-22,9:39:00 AM,12:01:15 AM,Student/Looking/None,Yes,0-40k,20,Healthcare,null,Python,3,7,7,7,1,2,Difficult,Better Salary,null,Male,31,United States,null,Masters,Black or African American
62a349bbf8f756164585400d,anonymous,10-Jun-22,9:40:00 AM,12:02:07 AM,Data Analyst,Yes,41k-65k,53,Other ,"Please Specify):Supply Chain - warehousing, transpiration and ",Other,3,6,6,6,4,4,Easy,Better Salary,null,Male,25,Canada,null,Bachelors,Asian or Asian American
62a349c7cec54911e9ca67c7,anonymous,10-Jun-22,9:40:00 AM,12:01:05 AM,Data Analyst,Yes,106k-125k,115.5,Finance,null,Python,5,1,4,3,3,4,Easy,Better Salary,null,Female,38,United States,null,Bachelors,White or Caucasian
62a349d5d8c00e9f5419ead2,anonymous,10-Jun-22,9:40:00 AM,12:01:32 AM,Data Analyst,No,41k-65k,53,Finance,null,Python,5,5,5,5,4,5,Neither easy nor difficult,Good Culture,null,Male,30,Other ,Please Specify):Netherlands,Bachelors,Hispanic or Latino
62a349e6b4da29969c63000c,anonymous,10-Jun-22,9:40:00 AM,12:01:32 AM,Data Analyst,Yes,0-40k,20,Tech,null,C/C++,0,0,0,2,2,5,Neither easy nor difficult,Good Work/Life Balance,null,Male,25,India,null,Bachelors,Asian or Asian American
62a34a03cec54911e9ca6869,anonymous,10-Jun-22,9:41:00 AM,12:01:08 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,1,2,1,5,6,6,Neither easy nor difficult,Better Salary,null,Female,29,Other ,Please Specify):Nigeria ,Bachelors,Black or African American
62a34ab15d257a28a30d9589,anonymous,10-Jun-22,9:44:00 AM,12:04:27 AM,Data Scientist,Yes,150k-225k,187.5,Finance,null,Python,7,5,3,6,4,4,Difficult,Good Work/Life Balance,null,Male,21,Other ,Please Specify):Portugal,Masters,White or Caucasian
62a34abc0f8c8599d5af31c5,anonymous,10-Jun-22,9:44:00 AM,12:02:00 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Distribution,Other,5,8,8,7,6,7,Very Easy,Remote Work,null,Female,39,United States,null,Bachelors,Asian or Asian American
62a34b07cec54911e9ca6b6e,anonymous,10-Jun-22,9:45:00 AM,12:01:19 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify),Python,0,0,0,0,0,5,Neither easy nor difficult,Better Salary,null,Male,25,Other ,Please Specify):turkey,Bachelors,White or Caucasian
62a34b0eb4da29969c6302ce,anonymous,10-Jun-22,9:45:00 AM,12:02:36 AM,Other ,Yes,86k-105k,95.5,Finance,null,Other,7,9,10,6,4,4,Neither easy nor difficult,Other ,Please Specify):Opportunity for advancement ,Female,42,United States,null,Masters,Hispanic or Latino
62a34b1b0f8c8599d5af328b,anonymous,10-Jun-22,9:46:00 AM,12:00:48 AM,Data Analyst,No,41k-65k,53,Tech,null,R,10,8,9,10,10,10,Easy,Better Salary,null,Male,25,United States,null,Bachelors,White or Caucasian
62a34b5b5d257a28a30d96a6,anonymous,10-Jun-22,9:47:00 AM,12:01:20 AM,Data Scientist,No,86k-105k,95.5,Finance,null,Python,8,7,6,6,5,9,Neither easy nor difficult,Better Salary,null,Male,22,United States,null,Bachelors,White or Caucasian
62a34b7ebae91e4b8b83076c,anonymous,10-Jun-22,9:47:00 AM,12:02:04 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Customer Service,Python,1,4,4,3,null,5,Easy,Better Salary,null,Male,23,Other ,Please Specify):Colombia,High School,Hispanic or Latino
62a34b99cec54911e9ca6e14,anonymous,10-Jun-22,9:48:00 AM,12:02:36 AM,Data Engineer,Yes,41k-65k,53,Other ,Please Specify):Ecom,JavaScript,6,6,6,6,6,6,Difficult,Good Culture,null,Male,25,Other ,Please Specify):Egypt,High School,Other (Please Specify):Middleeas
62a34bb0f3072dd892624210,anonymous,10-Jun-22,9:48:00 AM,12:01:05 AM,Data Engineer,Yes,66k-85k,75.5,Other ,Please Specify):Consulti,Python,5,7,7,6,6,7,Neither easy nor difficult,Better Salary,null,Male,45,Canada,null,Masters,White or Caucasian
62a34bd0cf2555431730208b,anonymous,10-Jun-22,9:49:00 AM,12:01:29 AM,Data Analyst,Yes,66k-85k,75.5,Healthcare,null,Other,7,3,8,6,8,8,Easy,Good Work/Life Balance,null,Male,24,United States,null,Bachelors,White or Caucasian
62a34bd4f408bae018ed57bd,anonymous,10-Jun-22,9:49:00 AM,12:03:57 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):State Government,R,1,9,6,0,0,0,Difficult,Better Salary,null,Male,25,United States,null,,Black or African American
62a34c66b4da29969c6305af,anonymous,10-Jun-22,9:51:00 AM,12:01:36 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Marketing,Python,9,8,9,9,8,8,Difficult,Good Work/Life Balance,null,Male,26,United States,null,Bachelors,White or Caucasian
62a34d1ff8f756164585465c,anonymous,10-Jun-22,9:54:00 AM,12:01:41 AM,Data Analyst,No,41k-65k,53,Tech,null,R,4,7,8,8,5,7,Easy,Better Salary,null,Male,23,Canada,null,Bachelors,Asian or Asian American
62a34d4118134ddc75ceb0ed,anonymous,10-Jun-22,9:55:00 AM,12:01:37 AM,Student/Looking/None,Yes,0-40k,20,Other ,Please Specify):Culture,Python,1,1,1,0,0,3,Difficult,Remote Work,null,Female,42,United Kingdom,null,Masters,White or Caucasian
62a34da0f408bae018ed5abd,anonymous,10-Jun-22,9:56:00 AM,12:01:30 AM,Other ,Yes,41k-65k,53,Education,null,Other,0,0,2,0,0,0,Very Difficult,Good Work/Life Balance,null,Female,42,United States,null,Bachelors,Black or African American
62a34dbb5d257a28a30d9a61,anonymous,10-Jun-22,9:57:00 AM,12:01:26 AM,Other ,No,0-40k,20,Tech,null,Python,0,6,5,5,3,1,Neither easy nor difficult,Better Salary,null,Male,25,India,null,Masters,Asian or Asian American
62a34e00f8f7561645854954,anonymous,10-Jun-22,9:58:00 AM,12:02:24 AM,Data Analyst,Yes,86k-105k,95.5,Tech,null,R,8,10,10,10,2,7,Easy,Remote Work,null,Male,38,United States,null,Masters,White or Caucasian
62a34e082e54c9003e534118,anonymous,10-Jun-22,9:58:00 AM,12:02:51 AM,Other ,No,0-40k,20,Tech,null,Python,5,6,6,6,6,4,Easy,Better Salary,null,Male,24,Other ,Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a34eb7bc6861bf3176e6d8,anonymous,10-Jun-22,10:01:00 AM,12:01:37 AM,Data Analyst,Yes,66k-85k,75.5,Education,null,R,7,10,10,10,8,10,Neither easy nor difficult,Good Work/Life Balance,null,Male,28,United States,null,Bachelors,White or Caucasian
62a34f2af8f7561645854c1c,anonymous,10-Jun-22,10:03:00 AM,12:01:06 AM,Data Analyst,No,41k-65k,53,Healthcare,null,Python,1,2,8,7,0,0,Difficult,Better Salary,null,Male,21,United States,null,Bachelors,Asian or Asian American
62a34f3bf408bae018ed5e42,anonymous,10-Jun-22,10:03:00 AM,12:01:13 AM,Data Analyst,Yes,106k-125k,115.5,Healthcare,null,R,10,10,10,10,10,10,Very Easy,Good Culture,null,Male,39,United States,null,Masters,White or Caucasian
62a34fa418134ddc75ceb509,anonymous,10-Jun-22,10:05:00 AM,12:03:29 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,4,5,5,5,6,8,Difficult,Good Work/Life Balance,null,Male,23,Other ,Please Specify):Pakistan,Bachelors,Asian or Asian American
62a34fbacec54911e9ca776f,anonymous,10-Jun-22,10:05:00 AM,12:01:17 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Government,R,1,6,4,3,5,6,Neither easy nor difficult,Good Work/Life Balance,null,Female,23,Other ,Please Specify):Australia,Bachelors,White or Caucasian
62a34fc3f3072dd892624a45,anonymous,10-Jun-22,10:05:00 AM,12:02:03 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Distribution,R,8,9,8,7,7,8,Neither easy nor difficult,Good Work/Life Balance,null,Male,30,United States,null,Masters,White or Caucasian
62a34ff1f408bae018ed601d,anonymous,10-Jun-22,10:06:00 AM,12:01:16 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify):Manufacturing,Python,2,6,2,3,2,2,Easy,Better Salary,null,Male,26,Other ,Please Specify):Ireland ,Masters,White or Caucasian
62a34ff4f3072dd892624b32,anonymous,10-Jun-22,10:06:00 AM,12:02:18 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,R,3,6,4,6,4,6,Neither easy nor difficult,Better Salary,null,Male,37,United States,null,Bachelors,White or Caucasian
62a3505bd8c00e9f5419f8df,anonymous,10-Jun-22,10:08:00 AM,12:01:22 AM,Data Analyst,Yes,66k-85k,75.5,Healthcare,null,Python,3,5,4,5,4,4,Neither easy nor difficult,Better Salary,null,Female,31,United States,null,Bachelors,White or Caucasian
62a350f7f3072dd892624d05,anonymous,10-Jun-22,10:11:00 AM,12:02:03 AM,Data Analyst,Yes,0-40k,20,Finance,null,C/C++,5,2,4,3,3,3,Difficult,Good Work/Life Balance,null,Female,25,Other ,Please Specify):South Africa,Bachelors,Black or African American
62a35130f3072dd892624d9f,anonymous,10-Jun-22,10:12:00 AM,12:02:04 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,2,6,6,5,4,5,Easy,Better Salary,null,Female,26,Other ,Please Specify):Poland,Bachelors,White or Caucasian
62a351860a77c1a77f65e86b,anonymous,10-Jun-22,10:13:00 AM,12:01:28 AM,Data Analyst,Yes,66k-85k,75.5,Healthcare,null,Other,7,8,8,8,8,7,Very Easy,Better Salary,null,Male,30,United States,null,Bachelors,White or Caucasian
62a3519b24a262602738514a,anonymous,10-Jun-22,10:13:00 AM,12:01:39 AM,Data Analyst,Yes,66k-85k,75.5,Tech,null,Python,9,10,10,10,7,9,Neither easy nor difficult,Better Salary,null,Female,39,United States,null,Bachelors,Black or African American
62a35236b4da29969c631214,anonymous,10-Jun-22,10:16:00 AM,12:00:53 AM,Other ,No,0-40k,20,Education,null,Python,1,1,1,0,0,2,Easy,Good Work/Life Balance,null,Female,28,India,null,Masters,Asian or Asian American
62a352a32e54c9003e534981,anonymous,10-Jun-22,10:18:00 AM,12:01:46 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,Other,8,8,7,7,10,10,Very Easy,Good Work/Life Balance,null,Male,22,United States,null,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American )
62a352f00a77c1a77f65eae7,anonymous,10-Jun-22,10:19:00 AM,12:02:45 AM,Data Analyst,Yes,0-40k,20,Telecommunication,null,Python,3,2,4,2,2,2,Neither easy nor difficult,Good Culture,null,Male,28,Other ,Please Specify):Mozambique,Bachelors,Black or African American
62a353372e54c9003e534a40,anonymous,10-Jun-22,10:20:00 AM,12:01:44 AM,Other ,No,150k-225k,187.5,Tech,null,R,8,10,9,7,5,5,Neither easy nor difficult,Remote Work,null,Male,33,United States,null,Masters,White or Caucasian
62a353565d257a28a30da59f,anonymous,10-Jun-22,10:21:00 AM,12:05:11 AM,Data Analyst,Yes,0-40k,20,Finance,null,Other,2,3,3,3,2,4,Neither easy nor difficult,Good Work/Life Balance,null,Female,22,Other ,Please Specify):Egypt ,Bachelors,Other (Please Specify):Half Asian half African 
62a353f07dc029e2d66c1783,anonymous,10-Jun-22,10:23:00 AM,12:01:48 AM,Student/Looking/None,No,0-40k,20,Tech,null,Python,3,5,5,4,4,5,Neither easy nor difficult,Better Salary,null,Male,27,India,null,Bachelors,Other (Please Specify):Brown
62a3545e0f8c8599d5af474b,anonymous,10-Jun-22,10:25:00 AM,12:03:42 AM,Data Analyst,Yes,106k-125k,115.5,Other ,Please Specify):Cons,Other,8,8,8,8,10,10,Easy,Good Work/Life Balance,null,Male,37,United States,null,Bachelors,Other (Please Specify):Prefer not to ans
62a35472cec54911e9ca82bc,anonymous,10-Jun-22,10:25:00 AM,12:22:47 AM,Other ,No,41k-65k,53,Other ,Please Specify):Wholesale,R,3,4,5,5,4,3,Difficult,Better Salary,null,Male,24,United States,null,Masters,White or Caucasian
62a354bdb4da29969c631700,anonymous,10-Jun-22,10:27:00 AM,12:01:20 AM,Data Analyst,No,41k-65k,53,Healthcare,null,R,1,4,3,2,0,6,Difficult,Better Salary,null,Male,25,United Kingdom,null,Masters,Asian or Asian American
62a354e9cf255543173031ed,anonymous,10-Jun-22,10:27:00 AM,12:01:24 AM,Data Engineer,No,86k-105k,95.5,Healthcare,null,R,8,10,8,8,9,10,Neither easy nor difficult,Good Culture,null,Male,28,United States,null,Masters,Black or African American
62a35541f3072dd892625517,anonymous,10-Jun-22,10:29:00 AM,12:02:07 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Energy ,Python,5,5,7,7,7,7,Easy,Better Salary,null,Male,32,United Kingdom,null,Bachelors,White or Caucasian
62a355445d257a28a30dab12,anonymous,10-Jun-22,10:29:00 AM,12:01:34 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Government programs,Python,0,7,7,7,0,7,Easy,Good Culture,null,Male,29,United States,null,Bachelors,Asian or Asian American
62a35631cf25554317303425,anonymous,10-Jun-22,10:33:00 AM,12:02:50 AM,Data Analyst,No,41k-65k,53,Healthcare,null,R,7,5,8,6,5,10,Difficult,Other ,"Please Specify):Want to move from Australia to Canada, so position in desired country ",Female,26,Other ,Please Specify):Australia,Masters,White or Caucasian
62a357390a77c1a77f65f189,anonymous,10-Jun-22,10:37:00 AM,12:03:01 AM,Data Engineer,Yes,41k-65k,53,Tech,null,Python,0,7,5,0,0,7,Neither easy nor difficult,Remote Work,null,Male,37,Canada,null,Masters,White or Caucasian
62a3578b0a77c1a77f65f279,anonymous,10-Jun-22,10:39:00 AM,12:01:44 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify):Supply Chain,R,4,6,5,4,5,6,Neither easy nor difficult,Better Salary,null,Male,25,United States,null,Bachelors,White or Caucasian
62a357d30f8c8599d5af4ea3,anonymous,10-Jun-22,10:40:00 AM,12:01:36 AM,Data Analyst,No,0-40k,20,Finance,null,Other,4,4,5,6,6,0,Difficult,Better Salary,null,Male,24,Other ,Please Specify):Israel,High School,White or Caucasian
62a3582e575fa3a5ae88e506,anonymous,10-Jun-22,10:41:00 AM,12:02:45 AM,Other ,No,125k-150k,137.5,Finance,null,Other,7,8,8,8,7,8,Easy,Better Salary,null,Male,52,United States,null,Bachelors,White or Caucasian
62a35878575fa3a5ae88e5d5,anonymous,10-Jun-22,10:43:00 AM,12:04:22 AM,Data Analyst,Yes,41k-65k,53,Finance,null,Python,6,10,3,5,0,10,Difficult,Good Culture,null,Male,27,Other ,Please Specify):Singapore,Bachelors,Asian or Asian American
62a35981bae91e4b8b8323dd,anonymous,10-Jun-22,10:47:00 AM,12:01:07 AM,Data Analyst,No,106k-125k,115.5,Healthcare,null,Other,6,6,3,3,3,3,Neither easy nor difficult,Better Salary,null,Female,29,United States,null,Masters,White or Caucasian
62a35a2c7dc029e2d66c2519,anonymous,10-Jun-22,10:50:00 AM,12:01:39 AM,Student/Looking/None,No,0-40k,20,Tech,null,Python,3,7,6,7,0,0,Difficult,Better Salary,null,Male,42,Other ,Please Specify):Brazil,Associates,White or Caucasian
62a35aa2f8d5efcc22f8075d,anonymous,10-Jun-22,10:52:00 AM,12:01:24 AM,Data Analyst,Yes,41k-65k,53,Telecommunication,null,R,3,5,6,4,3,7,Difficult,Other ,Please Specify):All of the options are important to me when looking for a new job,Male,28,United States,null,Masters,White or Caucasian
62a35ababae91e4b8b83269d,anonymous,10-Jun-22,10:52:00 AM,12:02:39 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,8,8,8,8,8,9,Neither easy nor difficult,Good Work/Life Balance,null,Male,44,Other ,Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a35ae0575fa3a5ae88ea98,anonymous,10-Jun-22,10:53:00 AM,12:01:30 AM,Data Engineer,Yes,0-40k,20,Tech,null,Python,5,5,6,5,6,7,Neither easy nor difficult,Remote Work,null,Male,23,Other ,Please Specify):Spain,Bachelors,White or Caucasian
62a35ae87dc029e2d66c279b,anonymous,10-Jun-22,10:53:00 AM,12:01:14 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify):Entertainment,R,1,2,6,4,2,0,Easy,Better Salary,null,Male,27,United States,null,Bachelors,Hispanic or Latino
62a35b13bc6861bf31770188,anonymous,10-Jun-22,10:54:00 AM,12:01:05 AM,Data Analyst,No,66k-85k,75.5,Construction,null,Python,3,3,3,2,2,1,Neither easy nor difficult,Good Culture,null,Male,26,United States,null,Masters,White or Caucasian
62a35b72f408bae018ed76a8,anonymous,10-Jun-22,10:55:00 AM,12:01:14 AM,Data Analyst,Yes,86k-105k,95.5,Healthcare,null,Other,3,4,4,4,1,3,Neither easy nor difficult,Better Salary,null,Male,27,United States,null,Masters,Hispanic or Latino
62a35b965d257a28a30db899,anonymous,10-Jun-22,10:56:00 AM,12:01:45 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Retail,Python,0,0,7,1,0,9,Difficult,Better Salary,null,Male,33,Canada,null,Bachelors,Asian or Asian American
62a35ba3f3072dd892626068,anonymous,10-Jun-22,10:56:00 AM,12:01:44 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Aerospace,Python,8,10,10,10,10,10,Easy,Better Salary,null,Male,28,United States,null,Bachelors,Hispanic or Latino
62a35c890a77c1a77f65fdfa,anonymous,10-Jun-22,11:00:00 AM,12:01:29 AM,Data Analyst,Yes,0-40k,20,Tech,null,R,2,8,8,7,6,9,Neither easy nor difficult,Better Salary,null,Male,32,Other ,Please Specify):Kenya,Bachelors,Black or African American
62a35d8f575fa3a5ae88efd6,anonymous,10-Jun-22,11:04:00 AM,12:02:38 AM,Student/Looking/None,Yes,41k-65k,53,Other ,Please Specify):Foodservice Franchising,Python,2,4,6,1,1,1,Very Difficult,Better Salary,null,Male,34,Canada,null,Associates,Asian or Asian American
62a35d95cf25554317304386,anonymous,10-Jun-22,11:04:00 AM,12:01:04 AM,Data Analyst,No,150k-225k,187.5,Tech,null,Python,10,10,10,8,10,10,Easy,Good Work/Life Balance,null,Male,28,United States,null,Bachelors,Asian or Asian American
62a35e970a77c1a77f66035a,anonymous,10-Jun-22,11:09:00 AM,12:01:51 AM,Data Scientist,Yes,125k-150k,137.5,Telecommunication,null,Python,2,4,1,3,1,7,Neither easy nor difficult,Better Salary,null,Male,27,India,null,Bachelors,Other (Please Specify):Indian
62a35eabf408bae018ed7cbc,anonymous,10-Jun-22,11:09:00 AM,12:01:35 AM,Data Engineer,Yes,41k-65k,53,Finance,null,Python,2,4,5,5,4,6,Difficult,Better Salary,null,Male,22,United States,null,Bachelors,White or Caucasian
62a35f0d24a2626027386a8b,anonymous,10-Jun-22,11:11:00 AM,12:01:03 AM,Data Analyst,No,66k-85k,75.5,Healthcare,null,Python,3,3,4,1,2,2,Neither easy nor difficult,Better Salary,null,Male,29,United States,null,Masters,White or Caucasian
62a35f825d257a28a30dc128,anonymous,10-Jun-22,11:13:00 AM,12:02:17 AM,Data Analyst,No,66k-85k,75.5,Healthcare,null,Python,8,10,10,8,5,7,Neither easy nor difficult,Good Work/Life Balance,null,Female,31,United States,null,Masters,White or Caucasian
62a35fa0f8f7561645856c35,anonymous,10-Jun-22,11:13:00 AM,12:01:39 AM,Data Analyst,No,66k-85k,75.5,Tech,null,Python,4,5,5,5,4,4,Easy,Remote Work,null,Male,28,United States,null,Bachelors,White or Caucasian
62a35fc1f8f7561645856c98,anonymous,10-Jun-22,11:14:00 AM,12:00:53 AM,Student/Looking/None,No,0-40k,20,Healthcare,null,Python,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,null,Male,24,United States,null,Masters,Asian or Asian American
62a3602318134ddc75ced6b9,anonymous,10-Jun-22,11:15:00 AM,12:01:19 AM,Data Analyst,No,86k-105k,95.5,Other ,Please Specify):Government ,Other,4,5,3,4,2,3,Easy,Good Culture,null,Male,34,United States,null,Masters,White or Caucasian
62a360b8f8f7561645856ec4,anonymous,10-Jun-22,11:18:00 AM,12:01:16 AM,Data Engineer,No,86k-105k,95.5,Tech,null,Python,5,3,5,5,4,5,Difficult,Better Salary,null,Male,23,United States,null,Bachelors,White or Caucasian
62a360dbd8c00e9f541a16cf,anonymous,10-Jun-22,11:18:00 AM,12:02:08 AM,Student/Looking/None,No,41k-65k,53,Construction,null,Other,10,4,10,10,4,10,Neither easy nor difficult,Remote Work,null,Male,32,Other ,Please Specify):Belgium,Masters,White or Caucasian
62a36146f8f7561645856ff7,anonymous,10-Jun-22,11:20:00 AM,12:01:31 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,R,6,8,6,6,8,10,Easy,Remote Work,null,Male,29,Other ,Please Specify):Argentina,High School,Hispanic or Latino
62a361af0f8c8599d5af6277,anonymous,10-Jun-22,11:22:00 AM,12:01:39 AM,Data Analyst,Yes,0-40k,20,Education,null,Python,0,0,0,0,0,0,Very Difficult,Better Salary,null,Male,34,Other ,Please Specify):Nigeria,Bachelors,Black or African American
62a361cc575fa3a5ae88f908,anonymous,10-Jun-22,11:22:00 AM,12:00:55 AM,Data Analyst,No,66k-85k,75.5,Finance,null,Python,7,5,5,7,9,10,Very Easy,Remote Work,null,Male,24,United Kingdom,null,Bachelors,White or Caucasian
62a3620f0f8c8599d5af63a5,anonymous,10-Jun-22,11:23:00 AM,12:02:19 AM,Other ,No,66k-85k,75.5,Tech,null,Python,0,10,6,0,0,0,Difficult,Better Salary,null,Male,30,United States,null,Bachelors,Other (Please Specify):Indian
62a36251d8c00e9f541a199e,anonymous,10-Jun-22,11:25:00 AM,12:01:59 AM,Other ,No,86k-105k,95.5,Other ,Please Specify):Entertainment ,Python,5,5,6,4,5,5,Difficult,Better Salary,null,Male,24,United States,null,Masters,Hispanic or Latino
62a36275bc6861bf31771183,anonymous,10-Jun-22,11:25:00 AM,12:01:52 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Insurance,Python,6,8,10,9,7,9,Easy,Better Salary,null,Male,27,United States,null,Bachelors,Other (Please Specify):N/A
62a3636c2e54c9003e536e6b,anonymous,10-Jun-22,11:29:00 AM,12:03:30 AM,Data Analyst,No,0-40k,20,Finance,null,Python,1,2,4,4,4,5,Neither easy nor difficult,Better Salary,null,Male,21,India,null,Bachelors,Asian or Asian American
62a365c2f8d5efcc22f81e2e,anonymous,10-Jun-22,11:39:00 AM,12:03:54 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Logistics,Python,3,5,9,9,null,8,Very Difficult,Other ,Please Specify):Both Good work / life Balance and Good Culture,Male,31,Other ,Please Specify):UAE,Masters,Black or African American
62a365d5d8c00e9f541a20cf,anonymous,10-Jun-22,11:40:00 AM,12:02:38 AM,Data Analyst,Yes,0-40k,20,Telecommunication,null,R,5,7,5,5,5,7,Difficult,Better Salary,null,Male,41,Other ,Please Specify):Egypt,Bachelors,White or Caucasian
62a3670b575fa3a5ae890422,anonymous,10-Jun-22,11:45:00 AM,12:02:07 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,0,1,1,0,0,2,Difficult,Better Salary,null,Male,25,India,null,Bachelors,Asian or Asian American
62a3676bb4da29969c633ac7,anonymous,10-Jun-22,11:46:00 AM,12:03:59 AM,Data Analyst,No,0-40k,20,Finance,null,Other,4,7,8,8,8,9,Neither easy nor difficult,Other ,Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,24,Other ,Please Specify):Nigeria ,Bachelors,Black or African American
62a36794b4da29969c633b48,anonymous,10-Jun-22,11:47:00 AM,12:02:01 AM,Data Analyst,No,0-40k,20,Finance,null,Python,6,5,6,5,6,6,Neither easy nor difficult,Better Salary,null,Male,30,Other ,Please Specify): Somalia,Masters,Other (Please Specify):African 
62a367d224a2626027387b56,anonymous,10-Jun-22,11:48:00 AM,12:03:38 AM,Data Analyst,No,150k-225k,187.5,Finance,null,Other,7,7,7,null,5,7,Neither easy nor difficult,Good Work/Life Balance,null,Male,33,United States,null,Bachelors,White or Caucasian
62a367ed18134ddc75cee697,anonymous,10-Jun-22,11:49:00 AM,12:02:40 AM,Data Analyst,No,66k-85k,75.5,Other ,Please Specify):Energy (oil and gas),Other,7,4,10,9,7,10,Difficult,Better Salary,null,Male,23,United States,null,Bachelors,Hispanic or Latino
62a36802f8f7561645857e38,anonymous,10-Jun-22,11:49:00 AM,12:01:34 AM,Data Analyst,Yes,66k-85k,75.5,Tech,null,Python,6,6,6,6,6,6,Difficult,Remote Work,null,Female,33,United Kingdom,null,Masters,Asian or Asian American
